assessmentId,programmingExerciseId,block,total,totalacertos
940910820,95297336,7,0,0
940910820,254684124,1,0,0
940910820,359761547,2,0,0
940910820,536077101,8,0,0
940910820,671179476,15,0,0
940910820,760184605,13,0,0
940910820,977898820,12,0,0
940910820,1286462953,10,0,0
940910820,1471864603,11,0,0
940910820,1492666623,6,0,0
940910820,2288958116,9,0,0
940910820,3090212252,14,0,0
940910820,3974737893,3,0,0
940910820,3995606484,16,0,0
940910820,4093783519,4,0,0
940910820,4142573950,5,0,0
1003782500,48684178,11,37,37
1003782500,704983377,2,42,42
1003782500,775838323,16,35,35
1003782500,1078076002,15,36,35
1003782500,1462915504,10,37,37
1003782500,1626817775,9,38,37
1003782500,1927446959,4,40,39
1003782500,2132966528,5,39,39
1003782500,2383239197,14,36,36
1003782500,2667036473,3,42,42
1003782500,2819779400,8,38,38
1003782500,3455942218,7,39,39
1003782500,3691284457,12,37,37
1003782500,3902794658,1,42,42
1003782500,3921830315,13,36,36
1003782500,4233865845,6,39,38
2354295958,9187097,1,0,0
2354295958,193625597,2,0,0
2354295958,289774185,1,0,0
2354295958,425501011,3,0,0
2354295958,481933092,1,0,0
2354295958,520104580,4,0,0
2354295958,574422674,2,0,0
2354295958,636826515,2,0,0
2354295958,731742138,3,0,0
2354295958,761092591,1,0,0
2354295958,794929878,4,0,0
2354295958,829296940,2,0,0
2354295958,943741710,2,0,0
2354295958,959845624,2,0,0
2354295958,1005919218,1,0,0
2354295958,1102448772,4,0,0
2354295958,1173317648,2,0,0
2354295958,1437577936,2,0,0
2354295958,1726902884,4,0,0
2354295958,1874138233,1,0,0
2354295958,1882681310,3,0,0
2354295958,2112871351,3,0,0
2354295958,2153598866,1,0,0
2354295958,2163063328,4,0,0
2354295958,2367319977,1,0,0
2354295958,2815038436,1,0,0
2354295958,2835765550,1,0,0
2354295958,2942877484,4,0,0
2354295958,3090255798,4,0,0
2354295958,3163761635,3,0,0
2354295958,3239583994,3,0,0
2354295958,3304222319,3,0,0
2354295958,3329775632,4,0,0
2354295958,3331354138,2,0,0
2354295958,3348986355,2,0,0
2354295958,3472483854,2,0,0
2354295958,3808581428,3,0,0
2354295958,3929259571,4,0,0
2354295958,4030134091,3,0,0
2485113967,42327025,2,0,0
2485113967,733037419,7,0,0
2485113967,908842278,6,0,0
2485113967,1440304203,4,0,0
2485113967,1493564299,1,0,0
2485113967,1755206728,8,0,0
2485113967,3623786691,5,0,0
2485113967,4268709522,3,0,0
2998727010,208040576,9,0,0
2998727010,593159971,11,0,0
2998727010,997093868,6,0,0
2998727010,1026882843,8,0,0
2998727010,1319609354,4,1,0
2998727010,1559799913,1,0,0
2998727010,1630070338,7,0,0
2998727010,2296111720,3,0,0
2998727010,2403290319,2,0,0
2998727010,2826299531,5,0,0
2998727010,2935826613,10,0,0
2998727010,3198308593,12,0,0
3873599344,146336312,8,31,31
3873599344,211162095,1,37,32
3873599344,291286518,12,30,30
3873599344,359632665,7,31,31
3873599344,854576230,9,31,31
3873599344,1467685783,5,31,31
3873599344,2149359571,4,31,31
3873599344,2416501300,2,32,31
3873599344,3221148872,3,31,31
3873599344,3530285078,10,30,30
3873599344,3788368433,11,30,30
3873599344,4190502342,6,31,31
4226601324,299355888,4,0,0
4226601324,316614342,3,0,0
4226601324,494982382,4,0,0
4226601324,604674078,1,0,0
4226601324,605654664,4,0,0
4226601324,680711497,3,0,0
4226601324,874045616,2,0,0
4226601324,971010696,2,0,0
4226601324,1050673866,2,0,0
4226601324,1057321721,4,0,0
4226601324,1092214117,4,0,0
4226601324,1106645573,1,0,0
4226601324,1128387558,1,0,0
4226601324,1210323305,1,0,0
4226601324,1245234979,2,0,0
4226601324,1417620616,1,0,0
4226601324,1420232579,1,0,0
4226601324,1435819351,2,0,0
4226601324,1720053066,2,0,0
4226601324,1914301514,4,0,0
4226601324,2011582555,3,0,0
4226601324,2086141900,3,0,0
4226601324,2249045874,3,0,0
4226601324,2332513434,1,0,0
4226601324,2510511830,4,0,0
4226601324,2559670275,2,0,0
4226601324,2776385901,1,0,0
4226601324,3306861601,3,0,0
4226601324,3348296077,4,0,0
4226601324,3449543993,3,0,0
4226601324,3833385198,4,0,0
4226601324,3836350213,2,0,0
4226601324,3900746921,2,0,0
4226601324,3968058195,1,0,0
4226601324,4204267109,2,0,0
4226601324,4228375981,1,0,0
