ID,DATE_START,SEMESTER_ID,CLASS_ID,USER_ID,CONSISTENCY,ASSESSMENT_TYPE,ASSESSMENTS_ID,EXERCISE_ID,ALL_CTS_PASSED,MPL_VALUE,SUM_GRADES,COUNT_GRADES
125,2023-05-28,2022-2,485,4282,True,Lab 5,4697,6250,True,1.0,1.0,1
126,2023-05-29,2022-2,485,4282,True,Lab 5,4697,6251,True,0.3333333333333333,1.0,3
127,2023-05-26,2022-2,485,4282,True,Lab 5,4697,6259,True,1.0,1.0,1
128,2023-05-27,2022-2,485,4282,True,Lab 5,4697,6260,True,1.0,1.0,1
129,2023-05-27,2022-2,485,4282,True,Lab 5,4697,6264,True,1.0,1.0,1
130,2023-05-24,2022-2,485,4282,True,Lab 5,4697,6270,True,1.0,1.0,1
131,2023-05-26,2022-2,485,4282,True,Lab 5,4697,6271,True,0.5,1.0,2
132,2023-05-24,2022-2,485,4282,True,Lab 5,4697,6272,True,1.0,1.0,1
133,2023-05-24,2022-2,485,4282,True,Lab 5,4697,6273,True,1.0,1.0,1
134,2023-06-14,2022-2,485,4282,True,Lab 6,4757,1223,True,0.5,1.0,2
135,2023-06-14,2022-2,485,4282,True,Lab 6,4757,1226,True,0.665,1.33,2
136,2023-06-14,2022-2,485,4282,True,Lab 6,4757,1227,True,1.0,1.0,1
137,2023-06-14,2022-2,485,4282,True,Lab 6,4757,1639,True,0.3333333333333333,1.0,3
138,2023-06-14,2022-2,485,4282,True,Lab 6,4757,1649,True,1.0,1.0,1
139,2023-06-14,2022-2,485,4282,True,Lab 6,4757,2563,True,1.0,1.0,1
140,2023-06-14,2022-2,485,4282,True,Lab 6,4757,2584,True,0.3333333333333333,1.0,3
141,2023-06-14,2022-2,485,4282,True,Lab 6,4757,2588,True,1.0,1.0,1
142,2023-06-14,2022-2,485,4282,True,Lab 6,4757,2844,True,1.0,1.0,1
143,2023-06-14,2022-2,485,4282,True,Lab 6,4757,2853,True,1.0,1.0,1
144,2023-06-14,2022-2,485,4282,True,Lab 6,4757,3189,True,1.0,1.0,1
145,2023-06-07,2022-2,485,4282,True,Lab 6,4757,6353,True,1.0,1.0,1
146,2023-06-07,2022-2,485,4282,True,Lab 6,4757,6354,True,1.0,1.0,1
147,2023-06-14,2022-2,485,4282,True,Lab 6,4757,6355,True,1.0,1.0,1
148,2023-06-19,2022-2,485,4282,True,TP 6,4797,1648,True,1.0,1.0,1
149,2023-06-19,2022-2,485,4282,True,TP 6,4797,6359,True,1.0,1.0,1
150,2023-06-19,2022-2,485,4282,True,TP 6,4797,6381,True,1.0,1.0,1
151,2023-06-19,2022-2,485,4282,True,TP 6,4797,6394,True,0.835,1.67,2
152,2023-03-27,2022-2,485,4399,True,Lab 1,4399,2895,True,0.5,1.0,2
153,2023-03-29,2022-2,485,4399,True,Lab 1,4399,2938,True,1.0,1.0,1
