ID_USER,ID_ASSESSMENT,ID_CLASS,YEAR,SEMESTER,ASSESSMENT_DATE_START,ASSESSMENT_TITLE,ASSESSMENT_TYPE,GRADE
3201,3075,378,2021,1,2022-03-09 11:00:00,Lab 1 - Variáveis e Estrutura Sequencial,1,0
3201,3158,378,2021,1,2022-03-15 19:00:00,TP3 e TP4 - Condicional e Repetição (while) (P),2,0
3201,3200,378,2021,1,2022-03-29 19:00:00,TP5: Vetores e Strings (P) (segunda truma),2,0
3201,3933,445,2022,1,2022-10-25 18:50:00,Lab 0 – Primeiros passos com o Python,1,5.9375
3201,3943,445,2022,1,2022-10-27 19:40:00,Extras 1 - Variáveis e Estrutura Sequencial (2020),1,0.909091
3201,3940,445,2022,1,2022-10-27 19:40:00,Lab 1 - Variáveis e Estrutura Sequencial,1,4.16667
7613,4087,445,2022,1,2022-12-20 18:00:00,TP 03 – Condicionais Encadeadas (if/elif),2,0
3201,4504,493,2022,2,2023-04-13 16:00:00,Lab 2 - Estrutura Condicional Composta,1,1.53846
3201,4537,493,2022,2,2023-04-25 16:00:00,TP 02:  Est. Condicional Simples e Composta ,2,0
8181,4734,487,2022,2,2023-05-31 00:00:00,Extras 5 - Vetores e Strings,1,0
8187,4578,487,2022,2,2023-04-26 00:00:00,Extra 3 - Condicionais Encadeados (if/elif),1,0
8187,4631,487,2022,2,2023-05-10 14:20:00,Exercícios em Sala - Lab 4,1,6
8196,4698,487,2022,2,2023-05-24 15:00:00,Lab 5 - Vetores e Strings,1,9.28571
8302,4698,487,2022,2,2023-05-24 15:00:00,Lab 5 - Vetores e Strings,1,0.714286
6444,3103,378,2021,1,2022-02-10 18:00:00,Lab 3 – Condicionais Encadeados (if/elif),1,10
6427,3057,376,2021,1,2022-03-17 18:00:00,Lab 5 - Vetores e Strings,1,10
6433,3056,376,2021,1,2022-02-22 17:00:00,Lab 4 – Repetição por Condição (while),1,10
6549,3057,376,2021,1,2022-03-17 18:00:00,Lab 5 - Vetores e Strings,1,10
3213,3933,445,2022,1,2022-10-25 18:50:00,Lab 0 – Primeiros passos com o Python,1,1.25
3213,3940,445,2022,1,2022-10-27 19:40:00,Lab 1 - Variáveis e Estrutura Sequencial,1,2.5
3284,4034,441,2022,1,2022-12-06 10:00:00,Extra 3 - Condicionais Encadeados (if/elif),1,0
6216,3924,441,2022,1,2022-10-25 08:15:00,Lab 0 – Primeiros passos com o Python,1,8.125
7605,3940,445,2022,1,2022-10-27 19:40:00,Lab 1 - Variáveis e Estrutura Sequencial,1,10
7389,4403,491,2022,2,2023-03-23 19:30:00,Lab 1 - Variáveis e Estrutura Sequencial,1,0.833333
7389,4382,491,2022,2,2023-03-21 19:20:00,Lab 0 – Primeiros passos com o Python - 2020,1,7.5
3213,4406,488,2022,2,2023-03-22 08:00:00,Extras 1 - Variáveis e Estrutura Sequencial (2020),1,0
3213,4699,488,2022,2,2023-05-24 11:33:00,Lab 5 - Vetores e Strings,1,0
6344,3166,379,2021,1,2022-03-16 14:00:00,Lab 5 - Vetores e Strings,1,10
6408,3573,409,2021,2,2022-07-21 17:30:00,Lab 4 – Repetição por Condição (while),1,4.16667
6408,3573,409,2021,2,2022-07-21 17:30:00,Lab 4 – Repetição por Condição (while),1,4.16667
6080,3817,407,2021,2,2022-09-08 00:00:00,Lab 7 - Matrizes,1,0
6388,3782,407,2021,2,2022-08-30 08:00:00,TP 6: Estrutura de Repetição por Contagem (for),2,10
6388,3817,407,2021,2,2022-09-08 00:00:00,Lab 7 - Matrizes,1,0
6475,3817,407,2021,2,2022-09-08 00:00:00,Lab 7 - Matrizes,1,0
7161,3817,407,2021,2,2022-09-08 00:00:00,Lab 7 - Matrizes,1,10
7163,3543,407,2021,2,2022-07-12 08:00:00,Lab 3 - Estrutura Condicional Encadeada,1,10
7163,3766,407,2021,2,2022-08-23 06:00:00,Lab 6 - Repetição por Contagem (for),1,10
7165,3817,407,2021,2,2022-09-08 00:00:00,Lab 7 - Matrizes,1,10
7161,3817,407,2021,2,2022-09-08 00:00:00,Lab 7 - Matrizes,1,10
3258,4379,486,2022,2,2023-03-20 21:10:00,Lab 0 - Primeiros passos com o Python,1,8.125
8193,4481,487,2022,2,2023-04-10 15:10:00,Lab 2 - Estrutura Condicional Composta,1,10
8197,4569,494,2022,2,2023-04-24 17:00:00,Lab 3 - Estrutura Condicional Encadeada,1,10
7081,3519,410,2021,2,2022-07-07 16:00:00,Extra 3 - Condicionais Encadeados (if/elif),1,0
6125,3519,410,2021,2,2022-07-07 16:00:00,Extra 3 - Condicionais Encadeados (if/elif),1,0
7081,3625,410,2021,2,2022-08-02 14:00:00,TP 04: Estrutura de Repetição por Condição (2019),2,0.666667
3657,3843,410,2021,2,2022-09-15 14:00:00,TP7: Matrizes,2,3.33333
7211,3994,439,2022,1,2022-11-23 17:30:00,Extra 2 - Estrutura Condicional Composta,1,10
