assessmentId,programmingExerciseId,block,total,totalacertos
59378267,299355888,4,0,0
59378267,316614342,3,0,0
59378267,494982382,4,0,0
59378267,604674078,1,0,0
59378267,605654664,4,0,0
59378267,680711497,3,0,0
59378267,874045616,2,0,0
59378267,971010696,2,0,0
59378267,1050673866,2,0,0
59378267,1057321721,4,0,0
59378267,1092214117,4,0,0
59378267,1106645573,1,0,0
59378267,1128387558,1,0,0
59378267,1210323305,1,0,0
59378267,1245234979,2,0,0
59378267,1417620616,1,0,0
59378267,1420232579,1,0,0
59378267,1435819351,2,0,0
59378267,1720053066,2,0,0
59378267,1914301514,4,0,0
59378267,2011582555,3,0,0
59378267,2086141900,3,0,0
59378267,2249045874,3,0,0
59378267,2332513434,1,0,0
59378267,2510511830,4,0,0
59378267,2559670275,2,0,0
59378267,2776385901,1,0,0
59378267,3306861601,3,0,0
59378267,3348296077,4,0,0
59378267,3449543993,3,0,0
59378267,3833385198,4,0,0
59378267,3836350213,2,0,0
59378267,3900746921,2,0,0
59378267,3968058195,1,0,0
59378267,4204267109,2,0,0
59378267,4228375981,1,0,0
677928262,48684178,11,31,31
677928262,704983377,2,33,33
677928262,775838323,16,29,29
677928262,1078076002,15,30,30
677928262,1462915504,10,33,32
677928262,1626817775,9,32,31
677928262,1927446959,4,32,32
677928262,2132966528,5,34,34
677928262,2383239197,14,31,30
677928262,2667036473,3,33,32
677928262,2819779400,8,31,31
677928262,3455942218,7,31,30
677928262,3691284457,12,31,31
677928262,3902794658,1,34,34
677928262,3921830315,13,31,31
677928262,4233865845,6,31,31
906907063,146336312,8,31,30
906907063,211162095,1,36,34
906907063,291286518,12,30,30
906907063,359632665,7,33,33
906907063,854576230,9,31,30
906907063,1467685783,5,33,33
906907063,2149359571,4,33,33
906907063,2416501300,2,33,33
906907063,3221148872,3,33,33
906907063,3530285078,10,31,30
906907063,3788368433,11,31,30
906907063,4190502342,6,33,33
2563853024,208040576,9,29,26
2563853024,593159971,11,29,28
2563853024,997093868,6,30,28
2563853024,1026882843,8,29,26
2563853024,1319609354,4,30,28
2563853024,1559799913,1,31,29
2563853024,1630070338,7,29,29
2563853024,2296111720,3,30,28
2563853024,2403290319,2,31,28
2563853024,2826299531,5,28,28
2563853024,2935826613,10,30,26
2563853024,3198308593,12,28,25
