assessmentId,programmingExerciseId,block,total,totalacertos
2135592949,146336312,8,26,25
2135592949,211162095,1,29,27
2135592949,291286518,12,25,25
2135592949,359632665,7,26,26
2135592949,854576230,9,26,25
2135592949,1467685783,5,26,26
2135592949,2149359571,4,26,26
2135592949,2416501300,2,27,26
2135592949,3221148872,3,27,26
2135592949,3530285078,10,26,24
2135592949,3788368433,11,25,25
2135592949,4190502342,6,26,26
3071719669,299355888,4,3,2
3071719669,316614342,3,3,3
3071719669,494982382,4,1,1
3071719669,604674078,1,0,0
3071719669,605654664,4,4,2
3071719669,680711497,3,3,2
3071719669,874045616,2,1,1
3071719669,971010696,2,2,2
3071719669,1050673866,2,2,2
3071719669,1057321721,4,4,4
3071719669,1092214117,4,3,2
3071719669,1106645573,1,3,3
3071719669,1128387558,1,6,6
3071719669,1210323305,1,2,2
3071719669,1245234979,2,3,3
3071719669,1417620616,1,3,3
3071719669,1420232579,1,3,3
3071719669,1435819351,2,4,3
3071719669,1720053066,2,3,2
3071719669,1914301514,4,5,4
3071719669,2011582555,3,1,1
3071719669,2086141900,3,7,7
3071719669,2249045874,3,6,6
3071719669,2332513434,1,3,3
3071719669,2510511830,4,4,3
3071719669,2559670275,2,4,4
3071719669,2776385901,1,2,2
3071719669,3306861601,3,4,4
3071719669,3348296077,4,5,5
3071719669,3449543993,3,5,5
3071719669,3833385198,4,0,0
3071719669,3836350213,2,3,3
3071719669,3900746921,2,3,3
3071719669,3968058195,1,5,5
3071719669,4204267109,2,4,4
3071719669,4228375981,1,2,2
3649835072,48684178,11,26,26
3649835072,704983377,2,31,31
3649835072,775838323,16,24,24
3649835072,1078076002,15,25,24
3649835072,1462915504,10,26,26
3649835072,1626817775,9,26,26
3649835072,1927446959,4,30,30
3649835072,2132966528,5,30,29
3649835072,2383239197,14,26,26
3649835072,2667036473,3,30,30
3649835072,2819779400,8,26,26
3649835072,3455942218,7,28,27
3649835072,3691284457,12,27,26
3649835072,3902794658,1,35,34
3649835072,3921830315,13,26,24
3649835072,4233865845,6,29,29
3792430146,95297336,7,7,7
3792430146,254684124,1,25,25
3792430146,359761547,2,21,19
3792430146,536077101,8,2,2
3792430146,671179476,15,0,0
3792430146,760184605,13,0,0
3792430146,977898820,12,0,0
3792430146,1286462953,10,4,4
3792430146,1471864603,11,0,0
3792430146,1492666623,6,10,8
3792430146,2288958116,9,4,4
3792430146,3090212252,14,1,1
3792430146,3974737893,3,18,18
3792430146,3995606484,16,0,0
3792430146,4093783519,4,16,15
3792430146,4142573950,5,13,11
4269873056,208040576,9,22,22
4269873056,593159971,11,21,21
4269873056,997093868,6,23,23
4269873056,1026882843,8,22,21
4269873056,1319609354,4,23,23
4269873056,1559799913,1,24,23
4269873056,1630070338,7,23,22
4269873056,2296111720,3,23,23
4269873056,2403290319,2,23,23
4269873056,2826299531,5,23,23
4269873056,2935826613,10,22,21
4269873056,3198308593,12,22,21
